Difference Between fork and clone in GitHub,"In GitHub when we want to work on someone else project we usually do either cloning or forking. In this article, we will learn what is the difference between fork and clone in Github. Forking is a concept while cloning is a process operated over a repository which we are supposed to discuss here.

Note: They are very important or a developer can consider it as a first step towards development in computer programming.

Concept: Fork a repository

Fork is an operation been perform over the projects as real big projects contain chunks of pieces of code consisting of 1000 lines. Here if we try to do changes and if something goes wrong then it becomes very tedious for a programmer or community to correct it. So using this Fork operation we are creating a copy of the repository in which changes are supposed to be made and reflected without affecting the original project.

There is a connection that exists between the fork of a repository and the original repository itself.

The fork acts as a bridge between the original repository and the personal copy of the repository where we can make changes. After making the changes we can contribute back to the original repository using Pull Requests. Now let us discuss a very simple procedure to fork a repository from below listed simple 2 steps which are as predicted with help of visual aid below.

Open any repository on Github

Just click the Fork button in the header of a repository.

Note: It will take some time and when the process is complete, the forked copy of the project will open. Now let us see what Clone stands for in developing projects or be it a smaller program.

Process: Clone a Repository

When we create a new repository on GitHub or Any repository on Github, it exists as a remote location where our / any other repository is stored. Cloning a repository creates a local copy on our computer so that we can sync between both the local and remote locations of the repository.

we can not contribute to the repository unless we are made the collaborator of the repository. Cloning is an ideal case when one wants to get his own copy of a repository where he may not be contributing to the original project.

How to clone a repository?

Open any repository on Github

Click on the code button to get the repository’s HTTPS or SSH URL.

We are ready to perform the clone using the git clone command in the command-line interface as depicted in below visual aid.

Now let us discuss the conclusive differences between Fork and Clone operation over a repository, been depicted below in a tabular format provided below as follows:",FAKE
Greta Thunberg: German police deny protest detainment was staged,"""I've seen different reactions to the video. Some say that the footage looks like the police are setting her up to embarrass her and others say that it is all part of some propaganda.",REAL
Greta Thunberg: German police deny protest detainment was staged,"""I've seen different reactions to the video. Some say that the footage looks like the police are setting her up to embarrass her and others say that it is all part of some propaganda.",REAL
MSN,,FAKE
MSN,,FAKE
MSN,,FAKE
Greta Thunberg: German police deny protest detainment was staged,"""I've seen different reactions to the video. Some say that the footage looks like the police are setting her up to embarrass her and others say that it is all part of some propaganda.",REAL
,Please click here if the page does not redirect automatically ...,FAKE
MSN,,FAKE
Greta Thunberg: German police deny protest detainment was staged,"""I've seen different reactions to the video. Some say that the footage looks like the police are setting her up to embarrass her and others say that it is all part of some propaganda.",REAL
,Please click here if the page does not redirect automatically ...,FAKE
"Will Kejriwal join BRS, BJD in 'equidistance club'?","Radhika Ramaseshan

TIMESOFINDIA.COM Updated: Jun 26, 2023, 08:57 IST

At the Patna meeting, Opposition parties cast aside their individual agendas to put up a united front with an eye on defeating their common enemy — the BJP. Will the bonhomie last?

In normal circumstances, Parliament was the forum where one glimpsed signs of movement in the Opposition — or what remains of it. It manifested in a tentative regrouping of disparate forces to oppose a Bill introduced by the ruling party or heralded the start of a longer relationship but once a session wound up, nothing was seen or heard of such initiatives.

The swearing-in of HD Kumaraswamy as the Karnataka chief minister in May 2018 in a short-lived Congress-Janata Dal (Secular) or JD (S) government was a rare event that brought together leaders, from the trio of Sonia Gandhi, Mayawati and Mamata Banerjee, to N Chandrababu Naidu, Tejashwi Yadav and Arvind Kejriwal on a stage in Bengaluru, inspiring the Opposition’s hope that it might have spotted a rainbow coalition amid the dark clouds.",FAKE
Shah: Union home minister Shah: Egypt honour affirms PM Modi’s success as statesman,"NEW DELHI: Union home minister Amit Shah on Sunday hailed the highest Egyptian state honour for Prime Minister Narendra Modi “The epic success of Prime Minister Narendra Modi ji as a statesman of global aura is now adorned with another honour as Egypt bestows its highest state honour, the ‘Order of the Nile’ award, on Modi ji. Modi ji is the only Indian PM to receive a maximum number of such awards from other countries,” Shah said.Finance minister Nirmala Sitharaman said it was a matter of pride for the country that Modi was conferred with Egypt's highest state honour.“The prime minister has received 13 highest awards to date. It is a matter of pride for the country,"" Sitharaman said. She added that it was great to note that yoga was being popularised all over the world under the leadership of PM Modi.Terming it a great honour for India and its people, education minister Dharmendra Pradhan said, “Congratulate PM Narendra Modi ji on being conferred with Egypt's highest state honour. This recognition reflects PM Modi's exceptional statesmanship. His exemplary diplomacy has paved the way for stronger global partnerships and established India as a beacon of hope for the world. ”",FAKE
"Modi: PM Modi leaves for India after concluding historic state visits to US, Egypt","CAIRO: Prime Minister Narendra Modi on Sunday left for India after concluding his first-ever visit to Egypt where he held talks with President Abdel Fattah El-Sisi and was conferred with the Arab country's highest honour 'Order of the Nile'.Modi, who arrived here on Saturday after concluding a high-profile state visit to the US at the invitation of President Joe Biden, was received at the airport by Egyptian Prime Minister Mostafa Madbouly .""My visit to Egypt was a historic one. It will add renewed vigour to India-Egypt relations and will benefit the people of our nations. I thank President @AlsisiOfficial, the Government and the people of Egypt for their affection,"" Modi tweeted.His two-day state visit to Egypt at the invitation of President Abdel Fattah El-Sisi is also the first bilateral visit by an Indian prime minister since 1997.Modi held talks with President El-Sisi on Sunday and discussed ways to further strengthen the strategic partnership between the two countries with a focus on improving trade and investments, energy ties and people-to-people connections. The two countries elevated their relationship to a 'Strategic Partnership'.President El-Sisi conferred Modi with 'Order of the Nile' award - Egypt's highest state honour. This is the 13th highest state honour conferred upon Prime Minister Modi.Earlier in the day, Modi visited Egypt's historic 11th-century Al-Hakim Mosque, restored with the help of the Dawoodi Bohra community. He also visited the Heliopolis Commonwealth War Cemetery in Cairo and paid homage to over 4,300 valiant Indian soldiers who sacrificed their lives in Egypt and Aden during World War I. He also took a tour of pyramids at Giza.On Saturday, Prime Minister Modi met with the Grand Mufti of Egypt, Shawky Ibrahim Abdel-Karim Allam, and discussed issues related to promoting social harmony and countering extremism and radicalisation.Later in the evening, Modi met members of the Indian community in Egypt who showered fulsome praise on him, hailing him as ‘India's hero'.He also met prominent personalities in Egypt, including Hassan Allam, CEO of one of the largest Egyptian companies operating in the Middle East and North African region, and Tarek Heggy , a renowned author and petroleum strategist.Modi started his five-day visit on June 20. He visited the US from June 21-24. His visit to the US started in New York, where he led a historic event at the UN Headquarters to commemorate the 9th International Day of Yoga on June 21.Later, in Washington DC, he was given a red-carpet welcome at the White House by President Biden.The two leaders held a historic summit, followed by Modi's address to Congress and a State Dinner hosted at the White House by the Bidens in his honour.The visit was marked by several major deals to boost cooperation in key areas such as defence, space and trade.Prime Minister Modi and President Biden hailed the ""landmark"" pact to jointly produce jet engines in India to power military aircraft and the US drone deal.Modi on Thursday became the first Indian leader to address the joint session of the US Congress twice. His first address to a joint meeting of the US Congress was in 2016.During his address, he sought action against state sponsors of terrorism.Modi also made a strong push for reforming multilateral institutions, including the UN, and spoke glowingly of India's ties with the US.On Friday, US Vice President Kamala Harris along with Secretary of State Antony Blinken hosted a luncheon for the Indian leader at the State Department. Modi also met top CEOs of the US and India at the White House.",FAKE
Greta Thunberg: German police deny protest detainment was staged,"""I've seen different reactions to the video. Some say that the footage looks like the police are setting her up to embarrass her and others say that it is all part of some propaganda.",FAKE
,Please click here if the page does not redirect automatically ...,FAKE
,Please click here if the page does not redirect automatically ...,FAKE
,Please click here if the page does not redirect automatically ...,FAKE
,Please click here if the page does not redirect automatically ...,FAKE
The Ashes: Australia's greatness prevails but England can still fight on day five,"Last updated on .From the section Cricket

In sport, being the underdog is often described as a dangerous thing.

In some instances, it has been proved to be true - but more often than not, greatness will prevail.

England learned that lesson in the cruellest way late on day four at Trent Bridge, as Australia ripped through their top order with clinical brutality after the hosts had made such a positive start to their pursuit of 268.

With their backs to the wall after Tammy Beaumont and Emma Lamb's rapid 55-run opening stand, a feeling of hope - one so rare against Australia - started to drift through the crowd at Trent Bridge.

But with the hope came the tension, and with the tension came Australia's chance, and there is only so long you can keep greatness at bay.

England were cruising, but in consecutive overs, Beaumont and Lamb were gone - the former, a first-innings double-centurion, caught at slip, while the latter was pinned lbw by all-rounder Tahlia McGrath.

The floodlights beamed down on Trent Bridge, which became Australia's Colosseum, as England's hopes faded with the sun.

As pressure knocked on England's door, Australia blew it down with a double whammy, as star all-rounder Nat Sciver-Brunt and captain Heather Knight both fell to Ash Gardner's cunning off-spin.

Sophia Dunkley was undone by some surprising late-evening swing from Kim Garth, and Australia's job was half done.

But England have turned their fortunes around already in this Test match, and for the first time in recent years, it has been an even contest.

Gripping contest is still alive

Women's Ashes 2023: England take four wickets in under 30 minutes at Trent Bridge

Coach Jon Lewis' side have committed to their aggressive approach throughout the Test and, across four thrilling days so far, they have proved that it can work against the very best.

They have caused Australia to collapse, put their bowlers under pressure and in Beaumont's historic innings and Sophie Ecclestone's 10-wicket match haul, they have produced two of the finest performances ever seen in women's cricket.

It is quite simply to Australia's credit that they have refused to buckle under this pressure.

Six wickets down in the first innings, and Annabel Sutherland rescues them with a century from number eight.

With England approaching parity, they take four wickets for 15 runs to earn a 10-run lead.

And after a middle-order collapse of their own, captain Alyssa Healy stands tall with a counter-attacking fifty.

England race out of the blocks in their chase, and Gardner grinds them to a halt.

All the individual performances and all the twists and turns in momentum are already enough to make this Test a classic, without even considering that day five is approaching with all four results - we could even have a tie - still on the table.

'Wyatt must throw punches back at Australia'

Danni Wyatt, unbeaten on 20, has an opportunity to be England's hero - on Test debut, no less.

She was picked for this reason.

An aggressive batter in the middle order, a limited-overs international career spanning 245 games already, with the ability to throw punches back at Australia.

The expectation is on Australia to win, and they handle it expertly, but rarely do teams attack them in the way England have.

Retreat is one thing that England will not do.

Knight marked her authority by heaving Gardner for six to get off the mark, while Sciver-Brunt's slog-sweep from her third ball was arguably reckless, but a clear sign of England's intent.

And despite the disappointment at losing the late wickets, Ecclestone calmly stated in her post-play interview that the team were smiling, and buzzing to go again on day five.

""We're going for the win,"" she said, as simple as that.

And for Wyatt, keeping it simple is the best way for her to go - if the message is to attack, her game plan is clear, and Australia will be wary.

""We have to see Danni play her shots tomorrow, she can't go into her shell,"" said former England spinner Alex Hartley on Test Match Special.

""We're in for a belter, no matter what happens.""",FAKE
"Land for Job Scam Case: PM Modi takes veiled dig at Lalu Prasad, Mamata Banerjee over job scams","PM Modi takes dig at Lalu, Mamata, says 'rate card for jobs gone'

NEW DELHI: Prime Minister Narendra Modi on Tuesday attacked family-based parties. His reference to the 'rate card' for various government jobs coincided with media disclosures about alleged media disclosures about alleged bribery in thousands of recruitments in municipal bodies in West Bengal under the Mamata Banerjee government, which was already on the back foot over corruption in teachers' recruitment. His remark about a former railway minister who has been under scanner for the 'land-for-jobs' scam in the railways during his tenure was clearly a reference to RJD boss Lalu Prasad Addressing a ' National Rozgar Mela ' via video conferencing after distributing about 70,000 appointment letters to recruits in various government departments and organisations, the PM said family-based parties practised nepotism and looted the youth of the country in the name of employment whereas his government strove to safeguard the future of the youth.""Their way is the rate card, while we are working to safeguard the bright future of the youth. Rate cards shatter your ability, your potential and your dreams. We are engaged in safeguarding your every wish, aspiration, every wish and aspiration of your family. Now the country will decide if the rate card will decide the future of the youth or they will flourish safely under the safeguard ecosystem,"" PM Modi said.Referring to revelations in the media about an ED report exposing a cash-for-jobs racket in West Bengal's municipalities and municipal corporations, PM Modi said, ""You must have seen media reports a day or two ago. One state is discussed in it, the things that have come out in the investigation of the scam of cash for jobs. What is the system of that state, what has emerged, if you want a government job, then for every post, like when you go to eat food in a hotel, there is a rate card, similarly there is a 'rate card' for every post. There is also a business of 'cut money'. Where will the youth of the country go?""He further said, ""A few days ago, another case came to light. A railway minister had lands of poor farmers registered in lieu of giving them jobs. Land in return for job case is in court and under CBI probe.""The occasion also saw Modi strongly rebutting the ""Hindu chauvinism"" charge levelled by its opponents in the south. The PM said compared to a decade ago, India was a more stable, safe and strong country.",FAKE
Greta Thunberg: German police deny protest detainment was staged,"""I've seen different reactions to the video. Some say that the footage looks like the police are setting her up to embarrass her and others say that it is all part of some propaganda.",FAKE
Greta Thunberg: German police deny protest detainment was staged,"""I've seen different reactions to the video. Some say that the footage looks like the police are setting her up to embarrass her and others say that it is all part of some propaganda.",FAKE
MSN,,FAKE
Difference Between fork and clone in GitHub,"In GitHub when we want to work on someone else project we usually do either cloning or forking. In this article, we will learn what is the difference between fork and clone in Github. Forking is a concept while cloning is a process operated over a repository which we are supposed to discuss here.

Note: They are very important or a developer can consider it as a first step towards development in computer programming.

Concept: Fork a repository

Fork is an operation been perform over the projects as real big projects contain chunks of pieces of code consisting of 1000 lines. Here if we try to do changes and if something goes wrong then it becomes very tedious for a programmer or community to correct it. So using this Fork operation we are creating a copy of the repository in which changes are supposed to be made and reflected without affecting the original project.

There is a connection that exists between the fork of a repository and the original repository itself.

The fork acts as a bridge between the original repository and the personal copy of the repository where we can make changes. After making the changes we can contribute back to the original repository using Pull Requests. Now let us discuss a very simple procedure to fork a repository from below listed simple 2 steps which are as predicted with help of visual aid below.

Open any repository on Github

Just click the Fork button in the header of a repository.

Note: It will take some time and when the process is complete, the forked copy of the project will open. Now let us see what Clone stands for in developing projects or be it a smaller program.

Process: Clone a Repository

When we create a new repository on GitHub or Any repository on Github, it exists as a remote location where our / any other repository is stored. Cloning a repository creates a local copy on our computer so that we can sync between both the local and remote locations of the repository.

we can not contribute to the repository unless we are made the collaborator of the repository. Cloning is an ideal case when one wants to get his own copy of a repository where he may not be contributing to the original project.

How to clone a repository?

Open any repository on Github

Click on the code button to get the repository’s HTTPS or SSH URL.

We are ready to perform the clone using the git clone command in the command-line interface as depicted in below visual aid.

Now let us discuss the conclusive differences between Fork and Clone operation over a repository, been depicted below in a tabular format provided below as follows:",FAKE
Greta Thunberg: German police deny protest detainment was staged,"""I've seen different reactions to the video. Some say that the footage looks like the police are setting her up to embarrass her and others say that it is all part of some propaganda.",FAKE
,Please click here if the page does not redirect automatically ...,FAKE
MSN,,FAKE
Greta Thunberg: German police deny protest detainment was staged,"""I've seen different reactions to the video. Some say that the footage looks like the police are setting her up to embarrass her and others say that it is all part of some propaganda.",FAKE
Greta Thunberg: German police deny protest detainment was staged,"""I've seen different reactions to the video. Some say that the footage looks like the police are setting her up to embarrass her and others say that it is all part of some propaganda.",FAKE
,Please click here if the page does not redirect automatically ...,FAKE
Greta Thunberg: German police deny protest detainment was staged,"""I've seen different reactions to the video. Some say that the footage looks like the police are setting her up to embarrass her and others say that it is all part of some propaganda.",FAKE
MSN,,FAKE
,,FAKE
